Ref_base,Ref_roll
MXG_92548810,STELLA_7312947058
MXG_92548858,STELLA_7312944421
MXG_92549301,STELLA_7312974377
MXG_92550561,STELLA_7312974482
MXG_92550657,STELLA_7313004677
MXG_92550944,STELLA_7312977839
MXG_92551192,STELLA_7312992313
MXG_92551194,STELLA_7312992478
MXG_92551783,STELLA_7312953732
MXG_92552224,STELLA_7312950073
MXG_92552540,STELLA_7312932333
MXG_92552569,STELLA_7312926856
MXG_92553057,STELLA_7312962792
MXG_92553674,STELLA_7312971191
MXG_92555769,STELLA_7312731544
MXG_92555770,STELLA_7312731545
MXG_92556413,STELLA_7312944844
MXG_92556415,STELLA_7312944691
MXG_92556417,STELLA_7312944685
MXG_92556419,STELLA_7312944907
MXG_92556420,STELLA_7312947092
MXG_92556421,STELLA_7312944905
MXG_92556422,STELLA_7312944954
MXG_92556423,STELLA_7312944871
MXG_92556424,STELLA_7312944950
MXG_92556425,STELLA_7312944816
MXG_92556430,STELLA_7312947076
MXG_92556435,STELLA_7312989140
MXG_92556436,STELLA_7312947100
MXG_92556437,STELLA_7312947169
MXG_92556438,STELLA_7312947054
MXG_92556439,STELLA_7312947019
MXG_92556440,STELLA_7312947252
MXG_92556441,STELLA_7312947180
MXG_92556443,STELLA_7312947143
MXG_92556444,STELLA_7312947166
MXG_92556446,STELLA_7312947253
MXG_92556452,STELLA_7312944280
MXG_92556453,STELLA_7312944013
MXG_92556454,STELLA_7312944044
MXG_92556457,STELLA_7312939005
MXG_92556458,STELLA_7312939006
MXG_92556459,STELLA_7312938991
MXG_92556460,STELLA_7312944404
MXG_92556463,STELLA_7312944306
MXG_92556466,STELLA_7312944398
MXG_92556467,STELLA_7312944307
MXG_92556468,STELLA_7312944399
MXG_92556469,STELLA_7312944205
MXG_92556471,STELLA_7312944403
MXG_92556475,STELLA_7312944382
MXG_92556476,STELLA_7312944583
MXG_92556477,STELLA_7312944765
MXG_92556478,STELLA_7312944365
MXG_92556480,STELLA_7312944581
MXG_92556483,STELLA_7312944635
MXG_92556485,STELLA_7312944582
MXG_92556487,STELLA_7312944594
MXG_92556488,STELLA_7312944610
MXG_92556490,STELLA_7312938144
MXG_92556492,STELLA_7312938189
MXG_92556493,STELLA_7312938158
MXG_92556494,STELLA_7312938159
MXG_92556495,STELLA_7312938143
MXG_92556496,STELLA_7312938120
MXG_92556497,STELLA_7312938267
MXG_92556498,STELLA_7312938180
MXG_92556499,STELLA_7312938095
MXG_92556500,STELLA_7312926226
MXG_92556501,STELLA_7312926225
MXG_92556504,STELLA_7312926146
MXG_92556505,STELLA_7312926144
MXG_92556506,STELLA_7312926236
MXG_92556509,STELLA_7312926515
MXG_92556511,STELLA_7312926487
MXG_92557669,STELLA_7313007505
MXG_92568585,STELLA_7312959980
MXG_92568653,STELLA_7312989489
MXG_92575429,STELLA_7312974035
MXG_92575717,STELLA_7312953340
MXG_92576545,STELLA_7313217441
MXG_92576547,STELLA_7312929125
MXG_92576915,STELLA_7312935507
MXG_92577023,STELLA_7312959681
MXG_92577434,STELLA_7312923966
MXG_92577712,STELLA_7312998287
MXG_92577733,STELLA_7312998627
MXG_92577741,STELLA_7312992678
MXG_92582299,STELLA_7312998305
MXG_92584138,STELLA_7312932315
MXG_92584150,STELLA_7312929350
MXG_92606113,STELLA_7312938985
MXG_92606252,STELLA_7312971389
MXG_92606788,STELLA_7312989386
MXG_92606839,STELLA_7312956754
MXG_92606842,STELLA_7312956464
MXG_92607043,STELLA_7312989796
MXG_92607143,STELLA_7312968531
MXG_92607166,STELLA_7312963000
MXG_92607316,STELLA_7312959684
MXG_92608418,STELLA_7313007452
MXG_92610668,STELLA_7313001215
MXG_92610671,STELLA_7313001590
MXG_92610802,STELLA_7312977596
MXG_92611294,STELLA_7312980807
MXG_92611299,STELLA_7312980848
MXG_92611355,STELLA_7312947815
MXG_92612625,STELLA_7312953779
MXG_92615036,STELLA_7312938081
MXG_92637360,STELLA_7313010440
MXG_92637361,STELLA_7313010520
MXG_92637362,STELLA_7313010611
MXG_92637363,STELLA_7313010460
MXG_92637364,STELLA_7313010558
MXG_92637365,STELLA_7313010570
MXG_92637366,STELLA_7313010664
MXG_92637370,STELLA_7313004265
MXG_92637378,STELLA_7313013029
MXG_92637382,STELLA_7313004123
MXG_92637992,STELLA_7312950475
MXG_92638985,STELLA_7312944193
MXG_92639680,STELLA_7312977070
MXG_92639741,STELLA_7312959836
MXG_92670707,STELLA_7313001983
MXG_92670708,STELLA_7313004138
MXG_92670949,STELLA_7312959016
MXG_92671051,STELLA_7312999000
MXG_92671142,STELLA_7312944767
MXG_92671742,STELLA_7312968100
MXG_92671743,STELLA_7312974149
MXG_92671763,STELLA_7312971567
MXG_92671786,STELLA_7312971148
MXG_92672175,STELLA_7313007282
MXG_92672316,STELLA_7312962602
MXG_92675381,STELLA_7312950659
MXG_92675425,STELLA_7312956173
MXG_92675429,STELLA_7312959248
MXG_92675433,STELLA_7312959520
MXG_92675435,STELLA_7312959511
MXG_92675519,STELLA_7312935610
MXG_92675653,STELLA_7313004340
MXG_92675682,STELLA_7313007242
MXG_92675702,STELLA_7312980507
MXG_92676590,STELLA_7312971834
MXG_92678377,STELLA_7312968047
MXG_92682092,STELLA_7312980222
MXG_92702368,STELLA_7312932566
MXG_92702371,STELLA_7312935185
MXG_92702446,STELLA_7312989866
MXG_92704121,STELLA_7313016989
MXG_92704203,STELLA_7313088244
MXG_92704210,STELLA_7313085322
MXG_92705006,STELLA_7313091840
MXG_92705007,STELLA_7313091839
MXG_92705008,STELLA_7313091838
MXG_92705009,STELLA_7313091818
MXG_92705010,STELLA_7313091715
MXG_92705011,STELLA_7313091744
MXG_92705013,STELLA_7313091573
MXG_92705014,STELLA_7313091610
MXG_92705015,STELLA_7313091748
MXG_92705041,STELLA_7313508817
MXG_92705042,STELLA_7313091318
MXG_92705044,STELLA_7313091319
MXG_92705060,STELLA_7313097447
MXG_92707971,STELLA_7313034988
MXG_92709230,STELLA_7313049576
MXG_92709269,STELLA_7313034540
MXG_92709577,STELLA_7313079756
MXG_92710627,STELLA_7313082281
MXG_92710628,STELLA_7313046510
MXG_92710631,STELLA_7313046270
MXG_92710632,STELLA_7313046275
MXG_92710633,STELLA_7313046259
MXG_92710634,STELLA_7313046274
MXG_92710635,STELLA_7313046216
MXG_92710636,STELLA_7313046411
MXG_92710638,STELLA_7313046214
MXG_92710640,STELLA_7313046160
MXG_92710641,STELLA_7313046054
MXG_92710642,STELLA_7313046010
MXG_92710643,STELLA_7313046140
MXG_92710644,STELLA_7313040957
MXG_92710645,STELLA_7313040970
MXG_92710646,STELLA_7313040969
MXG_92710647,STELLA_7313040961
MXG_92710649,STELLA_7313046086
MXG_92710650,STELLA_7313052505
MXG_92710651,STELLA_7313052459
MXG_92710652,STELLA_7313052451
MXG_92710657,STELLA_7313052410
MXG_92710658,STELLA_7313052270
MXG_92710663,STELLA_7313052561
MXG_92710779,STELLA_7313031154
MXG_92711048,STELLA_7313055274
MXG_92711466,STELLA_7313055708
MXG_92711579,STELLA_7313049668
MXG_92711586,STELLA_7313034434
MXG_92711589,STELLA_7313034396
MXG_92711590,STELLA_7313034289
MXG_92712311,STELLA_7313055790
MXG_92712697,STELLA_7313085260
MXG_92712972,STELLA_7313031479
MXG_92713011,STELLA_7313022158
MXG_92733037,STELLA_7313013878
MXG_92733111,STELLA_7313094300
MXG_92733114,STELLA_7313094334
MXG_92733116,STELLA_7313094385
MXG_92733231,STELLA_7313076768
MXG_92733459,STELLA_7313028809
MXG_92737476,STELLA_7313022345
MXG_92737479,STELLA_7313022413
MXG_92738064,STELLA_7313064446
MXG_92739244,STELLA_7313091339
MXG_92739245,STELLA_7313091422
MXG_92739246,STELLA_7313091423
MXG_92739247,STELLA_7313091575
MXG_92739611,STELLA_7313013374
MXG_92741030,STELLA_7313031261
MXG_92741033,STELLA_7313031338
MXG_92741055,STELLA_7313031040
MXG_92741061,STELLA_7313028885
MXG_92741576,STELLA_7313091460
MXG_92741710,STELLA_7313061432
MXG_92741714,STELLA_7313418189
MXG_92741726,STELLA_7313061095
MXG_92741751,STELLA_7313058820
MXG_92743534,STELLA_7313046196
MXG_92743542,STELLA_7313040888
MXG_92746549,STELLA_7313076704
MXG_92746702,STELLA_7313022865
MXG_92764874,STELLA_7313058026
MXG_92764925,STELLA_7313031401
MXG_92765101,STELLA_7313088717
MXG_92765103,STELLA_7313088757
MXG_92765104,STELLA_7313088771
MXG_92765123,STELLA_7313088962
MXG_92771380,STELLA_7313013773
MXG_92772617,STELLA_7313016945
MXG_92772782,STELLA_7313088445
MXG_92772784,STELLA_7313088518
MXG_92774126,STELLA_7313079032
MXG_92774250,STELLA_7313052167
MXG_92776443,STELLA_7313052227
MXG_92776481,STELLA_7313040791
MXG_92776482,STELLA_7313040839
MXG_92776484,STELLA_7313040785
MXG_92776487,STELLA_7313040784
MXG_92776747,STELLA_7313085270
MXG_92776749,STELLA_7313076711
MXG_92776756,STELLA_7313076636
MXG_92776757,STELLA_7313076679
MXG_92776759,STELLA_7313076883
MXG_92776761,STELLA_7313076713
MXG_92776861,STELLA_7313058014
MXG_92777663,STELLA_7313079523
MXG_92777665,STELLA_7313079606
MXG_92777667,STELLA_7313103014
MXG_92778338,STELLA_7313025584
MXG_92778412,STELLA_7313088647
MXG_92778811,STELLA_7313094035
MXG_92780819,STELLA_7313079142
MXG_92802219,STELLA_7313028548
MXG_92805136,STELLA_7313085855
MXG_92805635,STELLA_7313097287
MXG_92805636,STELLA_7313097284
MXG_92805638,STELLA_7313097429
MXG_92805639,STELLA_7313097349
MXG_92805640,STELLA_7313094917
MXG_92805641,STELLA_7313097087
MXG_92805642,STELLA_7313097132
MXG_92805643,STELLA_7313097071
MXG_92805650,STELLA_7313013651
MXG_92805828,STELLA_7313052005
MXG_92805898,STELLA_7313055292
MXG_92805928,STELLA_7313064841
MXG_92806291,STELLA_7313037786
MXG_92808484,STELLA_7313046455
MXG_92808771,STELLA_7313016661
MXG_92808773,STELLA_7313016672
MXG_92808778,STELLA_7313016840
MXG_92808884,STELLA_7313037457
MXG_92808886,STELLA_7313037654
MXG_92809861,STELLA_7313058682
MXG_92810719,STELLA_7313037609
MXG_92811197,STELLA_7313031036
MXG_92811278,STELLA_7313361792
MXG_92811297,STELLA_7313052510
MXG_92811358,STELLA_7313076189
MXG_92812422,STELLA_7313028238
MXG_92812999,STELLA_7313046186
MXG_92813231,STELLA_7313097770
MXG_92813234,STELLA_7313097822
MXG_92813235,STELLA_7313097647
MXG_92813236,STELLA_7313097644
MXG_92813239,STELLA_7313097840
MXG_92813240,STELLA_7313097594
MXG_92813241,STELLA_7313097501
MXG_92813242,STELLA_7313097462
MXG_92813243,STELLA_7313097451
MXG_92813244,STELLA_7313097431
MXG_92813246,STELLA_7313097497
MXG_92813257,STELLA_7313097283
MXG_92813388,STELLA_7313028922
MXG_92813395,STELLA_7313034133
MXG_92813405,STELLA_7313046832
MXG_92813409,STELLA_7313046784
MXG_92813411,STELLA_7313046666
MXG_92813412,STELLA_7313046646
MXG_92813420,STELLA_7313046522
MXG_92813421,STELLA_7313046551
MXG_92813426,STELLA_7313046705
MXG_92813430,STELLA_7313049951
MXG_92813436,STELLA_7313052289
MXG_92813440,STELLA_7313049701
MXG_92813441,STELLA_7313049736
MXG_92813444,STELLA_7313049684
MXG_92813449,STELLA_7313049811
MXG_92813450,STELLA_7313049710
MXG_92816795,STELLA_7313013471
MXG_92839266,STELLA_7313061339
MXG_92839413,STELLA_7313013816
MXG_92839421,STELLA_7313013754
MXG_92839430,STELLA_7313013946
MXG_92839441,STELLA_7313016025
MXG_92839449,STELLA_7313016061
MXG_92839765,STELLA_7313076882
MXG_92842939,STELLA_7313082645
MXG_92844331,STELLA_7313091427
MXG_92844336,STELLA_7313103181
MXG_92844344,STELLA_7313091592
MXG_92844408,STELLA_7313016045
MXG_92844428,STELLA_7313016620
MXG_92844592,STELLA_7313049102
MXG_92844807,STELLA_7313013603
MXG_92845140,STELLA_7313079398
MXG_92845141,STELLA_7313079395
MXG_92848426,STELLA_7313031427
MXG_92848465,STELLA_7313028779
MXG_92849790,STELLA_7313028748
MXG_92849816,STELLA_7313040886
MXG_92849988,STELLA_7313079171
MXG_92850395,STELLA_7313034123
MXG_92850567,STELLA_7313082875
MXG_92850574,STELLA_7313082735
MXG_92850576,STELLA_7313082726
MXG_92850660,STELLA_7313094817
MXG_92850806,STELLA_7313040759
MXG_92850807,STELLA_7313355891
MXG_92850808,STELLA_7313040697
MXG_92850809,STELLA_7313040851
MXG_92850810,STELLA_7313040671
MXG_92850812,STELLA_7313046514
MXG_92850813,STELLA_7313046355
MXG_92850817,STELLA_7313046456
MXG_92850818,STELLA_7313361270
MXG_92850821,STELLA_7313046701
MXG_92850823,STELLA_7313046090
MXG_92850824,STELLA_7313046082
MXG_92850825,STELLA_7313046027
MXG_92850826,STELLA_7313040995
MXG_92850827,STELLA_7313046258
MXG_92850828,STELLA_7313046128
MXG_92850829,STELLA_7313046159
MXG_92850830,STELLA_7313046213
MXG_92850894,STELLA_7313049627
MXG_92853345,STELLA_7313022498
MXG_92859158,STELLA_7313034823
MXG_92859165,STELLA_7313034510
MXG_92859168,STELLA_7313034743
MXG_92859179,STELLA_7313331791
MXG_92859203,STELLA_7313052608
MXG_92859210,STELLA_7313049613
MXG_92859263,STELLA_7313055514
MXG_92859445,STELLA_7313097640
MXG_92859658,STELLA_7313052412
MXG_92859857,STELLA_7313088818
MXG_92860003,STELLA_7313013841
MXG_92860829,STELLA_7313091797
MXG_92861005,STELLA_7313034511
MXG_92861114,STELLA_7313058170
MXG_92861327,STELLA_7313094482
MXG_92868155,STELLA_7313052452
MXG_92876727,STELLA_7313082703
MXG_92876778,STELLA_7313082601
MXG_92876783,STELLA_7313088364
MXG_92876788,STELLA_7313088293
MXG_92876804,STELLA_7313511335
MXG_92876808,STELLA_7313094129
MXG_92878145,STELLA_7313088737
MXG_92878681,STELLA_7313028037
MXG_92878822,STELLA_7313055053
MXG_92879065,STELLA_7313094646
MXG_92879069,STELLA_7313094824
MXG_92879695,STELLA_7313046246
MXG_92879696,STELLA_7313046215
MXG_92880493,STELLA_7313097709
MXG_92881721,STELLA_7313085407
MXG_92881733,STELLA_7313091865
MXG_92883080,STELLA_7313088663
MXG_92883318,STELLA_7313052041
MXG_92883319,STELLA_7313052300
MXG_92883351,STELLA_7313055866
MXG_92883806,STELLA_7313064750
MXG_92883810,STELLA_7313064774
MXG_92884203,STELLA_7313055957
MXG_92884257,STELLA_7313055337
MXG_92885867,STELLA_7313028764
MXG_92885873,STELLA_7313028347
MXG_92885885,STELLA_7313028686
MXG_92885891,STELLA_7313034663
MXG_92885893,STELLA_7313034704
MXG_92885896,STELLA_7313034587
MXG_92885897,STELLA_7313034534
MXG_92885954,STELLA_7313052054
MXG_92885957,STELLA_7313052623
MXG_92886388,STELLA_7313037416
MXG_92886394,STELLA_7313037576
MXG_92886397,STELLA_7313037502
MXG_92886409,STELLA_7313055802
MXG_92886512,STELLA_7313085171
MXG_92886540,STELLA_7313082727
MXG_92886558,STELLA_7313082291
MXG_92886782,STELLA_7313031955
MXG_92886783,STELLA_7313031939
MXG_92887540,STELLA_7312731729
MXG_92887541,STELLA_7312731730
MXG_92887542,STELLA_7312731731
MXG_92888141,STELLA_7313046659
MXG_92888150,STELLA_7313046728
MXG_92888154,STELLA_7313046713
MXG_92888157,STELLA_7313046924
MXG_92888161,STELLA_7313046165
MXG_92888163,STELLA_7313046009
MXG_92888176,STELLA_7313046462
MXG_92888185,STELLA_7313040555
MXG_92888209,STELLA_7313058655
MXG_92888580,STELLA_7313034940
MXG_92889593,STELLA_7313064708
MXG_92889638,STELLA_7313085973
MXG_92889639,STELLA_7313085948
MXG_92889645,STELLA_7313086045
MXG_92890504,STELLA_7313061066
MXG_92890505,STELLA_7313061086
MXG_92890507,STELLA_7313058954
MXG_92890508,STELLA_7313061278
MXG_92890528,STELLA_7313058711
MXG_92890607,STELLA_7313088259
MXG_92890609,STELLA_7313088206
MXG_92890614,STELLA_7313086047
MXG_92890616,STELLA_7313088020
MXG_92890618,STELLA_7313088015
MXG_92890637,STELLA_7313085726
MXG_92890646,STELLA_7313085453
MXG_92890651,STELLA_7313085718
MXG_92890661,STELLA_7313085570
MXG_92890667,STELLA_7313085280
MXG_92890682,STELLA_7313091869
MXG_92890683,STELLA_7313091941
MXG_92890690,STELLA_7313091776
MXG_92890695,STELLA_7313091749
MXG_92890726,STELLA_7313022443
MXG_92890727,STELLA_7313022423
MXG_92890735,STELLA_7313022730
MXG_92890738,STELLA_7313022506
MXG_92890746,STELLA_7313022005
MXG_92890752,STELLA_7313022348
MXG_92890768,STELLA_7313016669
MXG_92890778,STELLA_7313016340
MXG_92890784,STELLA_7313046577
MXG_92890793,STELLA_7313016565
MXG_92890804,STELLA_7313031837
MXG_92890805,STELLA_7313031875
MXG_92890811,STELLA_7313031617
MXG_92890813,STELLA_7313031567
MXG_92890861,STELLA_7313040117
MXG_92890973,STELLA_7313061140
MXG_92891017,STELLA_7313079595
MXG_92891036,STELLA_7313079484
MXG_92891041,STELLA_7313079203
MXG_92891049,STELLA_7313079358
MXG_92891054,STELLA_7313076994
MXG_92891055,STELLA_7313079188
MXG_92891064,STELLA_7313076851
MXG_92891080,STELLA_7313098004
MXG_92891093,STELLA_7313085522
MXG_92891102,STELLA_7313091016
MXG_92891136,STELLA_7313097758
MXG_92891145,STELLA_7313097522
MXG_92891162,STELLA_7313097086
MXG_92891170,STELLA_7313094806
MXG_92891172,STELLA_7313097148
MXG_92891187,STELLA_7313094893
MXG_92891197,STELLA_7313094571
MXG_92891209,STELLA_7313025668
MXG_92891220,STELLA_7313331284
MXG_92891261,STELLA_7313031388
MXG_92891280,STELLA_7313028952
MXG_92891291,STELLA_7313028856
MXG_92891300,STELLA_7313049221
MXG_92891305,STELLA_7313046727
MXG_92891306,STELLA_7313046712
MXG_92891321,STELLA_7313046745
MXG_92891326,STELLA_7313046356
MXG_92891352,STELLA_7313040885
MXG_92891371,STELLA_7313052737
MXG_92891381,STELLA_7313052612
MXG_92891386,STELLA_7313052669
MXG_92891390,STELLA_7313052430
MXG_92891407,STELLA_7313076353
MXG_92891499,STELLA_7313079847
MXG_92891521,STELLA_7313085279
MXG_92891524,STELLA_7313091898
MXG_92891528,STELLA_7313091841
MXG_92891538,STELLA_7313091672
MXG_92891552,STELLA_7313091574
MXG_92891559,STELLA_7313091321
MXG_92891567,STELLA_7313490138
MXG_92891602,STELLA_7313016856
MXG_92891614,STELLA_7313016683
MXG_92891622,STELLA_7313016360
MXG_92891624,STELLA_7313016388
MXG_92891631,STELLA_7313016477
MXG_92891635,STELLA_7313016097
MXG_92891641,STELLA_7313016216
MXG_92891651,STELLA_7313028365
MXG_92891659,STELLA_7313052193
MXG_92891675,STELLA_7313028295
MXG_92891681,STELLA_7313028075
MXG_92891683,STELLA_7313025688
MXG_92891684,STELLA_7313028006
MXG_92891686,STELLA_7313025763
MXG_92891692,STELLA_7313025483
MXG_92891693,STELLA_7313025796
MXG_92891696,STELLA_7313025482
MXG_92891700,STELLA_7313037955
MXG_92891703,STELLA_7313037879
MXG_92891707,STELLA_7313040166
MXG_92891716,STELLA_7313040030
MXG_92891720,STELLA_7313037822
MXG_92891842,STELLA_7313058901
MXG_92909337,STELLA_7313082777
MXG_92909526,STELLA_7313031361
MXG_92909527,STELLA_7313031853
MXG_92909530,STELLA_7313031909
MXG_92909533,STELLA_7313031616
MXG_92909535,STELLA_7313031805
MXG_92910519,STELLA_7313031654
MXG_92910581,STELLA_7313034662
MXG_92911134,STELLA_7313061135
MXG_92911136,STELLA_7313061134
MXG_92911139,STELLA_7313061155
MXG_92911140,STELLA_7313061466
MXG_92911198,STELLA_7313091187
MXG_92911621,STELLA_7313103031
MXG_92911967,STELLA_7313052872
MXG_92912060,STELLA_7313091265
MXG_92912081,STELLA_7313091537
MXG_92912095,STELLA_7313094070
MXG_92912129,STELLA_7313088283
MXG_92912152,STELLA_7313052093
MXG_92912283,STELLA_7313040877
MXG_92912353,STELLA_7313040379
MXG_92912413,STELLA_7313058618
MXG_92912495,STELLA_7313088822
MXG_92912640,STELLA_7313013982
MXG_92914534,STELLA_7313040396
MXG_92914588,STELLA_7313064437
MXG_92914688,STELLA_7313088883
MXG_92914693,STELLA_7313091222
MXG_92914715,STELLA_7313085440
MXG_92914743,STELLA_7313103070
MXG_92914748,STELLA_7313085581
MXG_92914763,STELLA_7313086033
MXG_92914776,STELLA_7313088590
MXG_92914800,STELLA_7313013723
MXG_92914843,STELLA_7313046132
MXG_92914973,STELLA_7313037742
MXG_92915079,STELLA_7313079550
MXG_92915088,STELLA_7313052858
MXG_92915097,STELLA_7313052760
MXG_92915101,STELLA_7313091862
MXG_92915112,STELLA_7313091695
MXG_92915120,STELLA_7313094490
MXG_92915178,STELLA_7313097030
MXG_92915195,STELLA_7313097511
MXG_92915197,STELLA_7313097411
MXG_92915209,STELLA_7313025764
MXG_92915214,STELLA_7313025594
MXG_92915223,STELLA_7313028346
MXG_92915230,STELLA_7313028293
MXG_92918818,STELLA_7313046454
MXG_92922354,STELLA_7313085736
MXG_92923829,STELLA_7313031535
MXG_92930261,STELLA_7313052993
MXG_92935849,STELLA_7312731755
MXG_92935874,STELLA_7312731760
MXG_92935904,STELLA_7312731834
MXG_92935922,STELLA_7312731837
MXG_92936070,STELLA_7312731827
MXG_92942975,STELLA_7313088455
MXG_92946780,STELLA_7313085866
MXG_92946781,STELLA_7313085879
MXG_92946782,STELLA_7313085717
MXG_92946784,STELLA_7313085750
MXG_92946785,STELLA_7313487882
MXG_92946786,STELLA_7313085706
MXG_92947072,STELLA_7313077006
MXG_92947088,STELLA_7313076740
MXG_92947361,STELLA_7313082594
MXG_92955903,STELLA_7313076297
MXG_92956775,STELLA_7313034886
MXG_92956785,STELLA_7313034645
MXG_92956793,STELLA_7313034619
MXG_92956801,STELLA_7313076707
MXG_92956807,STELLA_7313076765
MXG_92956810,STELLA_7313079982
MXG_92956813,STELLA_7313080017
MXG_92956815,STELLA_7313079861
MXG_92956819,STELLA_7313079548
MXG_92956822,STELLA_7313421288
MXG_92956847,STELLA_7313079243
MXG_92956931,STELLA_7313097754
MXG_92958419,STELLA_7313016427
MXG_92958584,STELLA_7313037840
MXG_92959152,STELLA_7313091320
MXG_92959162,STELLA_7313094792
MXG_92959164,STELLA_7313094781
MXG_92959179,STELLA_7313094543
MXG_92959186,STELLA_7313094134
MXG_92979407,STELLA_7313031516
MXG_92980988,STELLA_7313052736
MXG_92981071,STELLA_7313091284
MXG_92983969,STELLA_7313040308
MXG_92984112,STELLA_7313097103
MXG_92984191,STELLA_7313082462
MXG_92984304,STELLA_7313049150
MXG_92984471,STELLA_7313079231
MXG_92985064,STELLA_7313082996
MXG_92985754,STELLA_7313076474
MXG_92985755,STELLA_7313076490
MXG_92985756,STELLA_7313076491
MXG_92985757,STELLA_7313076473
MXG_92985758,STELLA_7313076601
MXG_92985759,STELLA_7313076506
MXG_92985760,STELLA_7313061725
MXG_92985761,STELLA_7313061726
MXG_92985763,STELLA_7313061781
MXG_92985798,STELLA_7313064479
MXG_92989370,STELLA_7313061308
MXG_92989377,STELLA_7313061277
MXG_92989731,STELLA_7313076802
MXG_92989734,STELLA_7313076772
MXG_92990143,STELLA_7313022547
MXG_92990426,STELLA_7313082087
MXG_92990434,STELLA_7313079949
MXG_92991008,STELLA_7313016650
MXG_92991009,STELLA_7313016507
MXG_92991011,STELLA_7313016277
MXG_92991012,STELLA_7313016295
MXG_92991013,STELLA_7313016273
MXG_92991015,STELLA_7313016344
MXG_92991019,STELLA_7313016769
MXG_92991020,STELLA_7313016756
MXG_92991021,STELLA_7313016566
MXG_92991022,STELLA_7313016611
MXG_92991023,STELLA_7313016713
MXG_92991024,STELLA_7313016610
MXG_92991025,STELLA_7313016819
MXG_92991028,STELLA_7313016668
MXG_92991033,STELLA_7313016796
MXG_92991102,STELLA_7313079878
MXG_92991154,STELLA_7313037415
MXG_92991170,STELLA_7313076169
MXG_92991213,STELLA_7313061156
MXG_92992741,STELLA_7313013354
MXG_92992913,STELLA_7313076961
MXG_92994080,STELLA_7313028669
MXG_92994115,STELLA_7313040424
MXG_92994120,STELLA_7313040792
MXG_92994122,STELLA_7313082868
MXG_92994132,STELLA_7313046055
MXG_92994134,STELLA_7313040968
MXG_92994143,STELLA_7313046511
MXG_92994146,STELLA_7313046260
MXG_92994151,STELLA_7313052177
MXG_92994159,STELLA_7313052226
MXG_92994162,STELLA_7313052556
MXG_92994164,STELLA_7313052629
MXG_92994172,STELLA_7313052495
MXG_92994176,STELLA_7313088598
MXG_92994188,STELLA_7313052660
MXG_92994196,STELLA_7313049290
MXG_92994203,STELLA_7313064995
MXG_92994478,STELLA_7313022807
MXG_92994481,STELLA_7313025002
MXG_92994486,STELLA_7313025121
MXG_92994488,STELLA_7313025204
MXG_92994489,STELLA_7313025100
MXG_92994491,STELLA_7313025300
MXG_92994494,STELLA_7313025312
MXG_92994497,STELLA_7313025203
MXG_92994498,STELLA_7313025314
MXG_92994500,STELLA_7313022593
MXG_92994503,STELLA_7313022782
MXG_92994505,STELLA_7313016239
MXG_92994507,STELLA_7313016288
MXG_92994509,STELLA_7313016215
MXG_92994510,STELLA_7313016062
MXG_92994513,STELLA_7313016296
MXG_92994516,STELLA_7313016531
MXG_92994520,STELLA_7313016230
MXG_92994521,STELLA_7313016142
MXG_92994524,STELLA_7313016402
MXG_92994526,STELLA_7313016297
MXG_92994534,STELLA_7313016876
MXG_92994537,STELLA_7313016645
MXG_92994541,STELLA_7313016795
MXG_92994543,STELLA_7313016772
MXG_92994545,STELLA_7313016846
MXG_92994546,STELLA_7313016853
MXG_92994548,STELLA_7313016807
MXG_92994550,STELLA_7313046620
MXG_92994552,STELLA_7313046518
MXG_92994555,STELLA_7313046541
MXG_92994557,STELLA_7313046535
MXG_92994558,STELLA_7313361434
MXG_92994561,STELLA_7313049214
MXG_92994563,STELLA_7313046794
MXG_92994564,STELLA_7313049082
MXG_92994566,STELLA_7313046663
MXG_92994568,STELLA_7313046765
MXG_92994570,STELLA_7313046833
MXG_92994574,STELLA_7313046923
MXG_92994577,STELLA_7313046767
MXG_92994579,STELLA_7313046777
MXG_92994581,STELLA_7313361666
MXG_92994583,STELLA_7313049268
MXG_92994585,STELLA_7313049336
MXG_92994587,STELLA_7313049046
MXG_92994590,STELLA_7313040579
MXG_92994592,STELLA_7313040770
MXG_92994594,STELLA_7313040577
MXG_92994596,STELLA_7313040716
MXG_92994599,STELLA_7313040526
MXG_92994601,STELLA_7313040106
MXG_92994603,STELLA_7313079702
MXG_92994605,STELLA_7313079961
MXG_92994609,STELLA_7313040274
MXG_92994728,STELLA_7313061617
MXG_92997048,STELLA_7313082910
MXG_92997049,STELLA_7313082986
MXG_92997147,STELLA_7312731647
MXG_92997148,STELLA_7312731648
MXG_92997180,STELLA_7312731643
MXG_92997181,STELLA_7312731644
MXG_93001721,STELLA_7313097720
MXG_93001723,STELLA_7313097716
MXG_93001725,STELLA_7313097660
MXG_93001731,STELLA_7313097796
MXG_93001741,STELLA_7313097646
MXG_93001742,STELLA_7313097599
MXG_93001743,STELLA_7313094071
MXG_93001745,STELLA_7313094101
MXG_93001746,STELLA_7313094506
MXG_93006511,STELLA_7313022561
MXG_93006512,STELLA_7313022530
MXG_93006514,STELLA_7313022810
MXG_93006515,STELLA_7313022592
MXG_93006516,STELLA_7313022632
MXG_93006517,STELLA_7313016361
MXG_93006519,STELLA_7313016316
MXG_93006520,STELLA_7313016522
MXG_93006521,STELLA_7313016612
MXG_93006522,STELLA_7313016466
MXG_93006523,STELLA_7313016519
MXG_93006524,STELLA_7313016750
