Ref_base,Ref_roll
MXG_105896765,STELLA_7312635395
MXG_105898042,STELLA_7312653466
MXG_105899189,STELLA_7312641230
MXG_105899199,STELLA_7312641256
MXG_105899783,STELLA_7312653748
MXG_105901860,STELLA_7312635326
MXG_105901910,STELLA_7312641184
MXG_105901980,STELLA_7312638879
MXG_105901981,STELLA_7312638867
MXG_105901983,STELLA_7312638863
MXG_105902099,STELLA_7312647086
MXG_105902140,STELLA_7312653603
MXG_105902374,STELLA_7312641722
MXG_105902376,STELLA_7312641725
MXG_105902667,STELLA_7312635780
MXG_105902695,STELLA_7312638424
MXG_105902907,STELLA_7312647591
MXG_105902914,STELLA_7312647471
MXG_105903114,STELLA_7312638225
MXG_105903166,STELLA_7312635103
MXG_105903810,STELLA_7312653542
MXG_105903820,STELLA_7312653425
MXG_105904260,STELLA_7312647230
MXG_105904289,STELLA_7312647018
MXG_105906590,STELLA_7312650298
MXG_105907388,STELLA_7312647403
MXG_105907394,STELLA_7312647373
MXG_105908504,STELLA_7312638738
MXG_105908505,STELLA_7312638663
MXG_105911284,STELLA_7312641229
MXG_105912751,STELLA_7312647259
MXG_105912952,STELLA_7312635120
MXG_105912961,STELLA_7312635148
MXG_105912985,STELLA_7312635259
MXG_105912986,STELLA_7312635265
MXG_105912987,STELLA_7312635311
MXG_105912988,STELLA_7312635264
MXG_105913008,STELLA_7312641336
MXG_105913030,STELLA_7312641438
MXG_105913721,STELLA_7312650643
MXG_105914238,STELLA_7312635964
MXG_105914239,STELLA_7312638005
MXG_105915126,STELLA_7312635393
MXG_105915127,STELLA_7312635423
MXG_105918362,STELLA_7312638639
MXG_105918649,STELLA_7312635437
MXG_105919605,STELLA_7312638954
MXG_105919607,STELLA_7312638953
MXG_105920330,STELLA_7312647171
MXG_105920331,STELLA_7312647085
MXG_105921314,STELLA_7312650677
MXG_105922818,STELLA_7312641113
MXG_105922872,STELLA_7312638660
MXG_105923111,STELLA_7312638419
MXG_105925659,STELLA_7312653817
MXG_105925673,STELLA_7312653100
MXG_105925675,STELLA_7312653149
MXG_105926306,STELLA_7312641320
MXG_105926655,STELLA_7312635785
MXG_105926995,STELLA_7312653861
MXG_105927187,STELLA_7312623991
MXG_105927299,STELLA_7312638567
MXG_105927309,STELLA_7312647860
MXG_105928430,STELLA_7312635422
MXG_105929117,STELLA_7312641967
MXG_105929118,STELLA_7312641930
MXG_105929222,STELLA_7312653046
MXG_105930593,STELLA_7312641943
MXG_105930891,STELLA_7312638984
MXG_105931319,STELLA_7312638589
MXG_105931321,STELLA_7312638526
MXG_105932798,STELLA_7312647100
MXG_105932799,STELLA_7312647055
MXG_105936645,STELLA_7312650147
MXG_105937626,STELLA_7312653728
MXG_105937628,STELLA_7312653719
MXG_105939725,STELLA_7312647676
MXG_105940593,STELLA_7312635514
MXG_105940605,STELLA_7312641344
MXG_105940606,STELLA_7312641312
MXG_105940683,STELLA_7312638994
MXG_105940736,STELLA_7312647781
MXG_105940737,STELLA_7312647753
MXG_105940738,STELLA_7312647728
MXG_105940740,STELLA_7312647813
MXG_105941344,STELLA_7312650979
MXG_105941345,STELLA_7312650942
MXG_105943374,STELLA_7312650041
MXG_105944014,STELLA_7312638169
MXG_105947320,STELLA_7312650337
MXG_105947510,STELLA_7312638253
MXG_105947512,STELLA_7312638244
MXG_105948249,STELLA_7312647975
MXG_105949194,STELLA_7312647082
MXG_105949206,STELLA_7312653306
MXG_105949207,STELLA_7312653321
MXG_105949421,STELLA_7312641372
MXG_105951013,STELLA_7312647502
MXG_105951014,STELLA_7312647659
MXG_105951220,STELLA_7312635398
MXG_105951221,STELLA_7312635382
MXG_105951827,STELLA_7312650163
MXG_105951836,STELLA_7312647741
MXG_105951846,STELLA_7312647779
MXG_105951857,STELLA_7312647723
MXG_105952530,STELLA_7312635535
MXG_105952545,STELLA_7312635459
MXG_105954146,STELLA_7312653608
MXG_105954241,STELLA_7312650459
MXG_105954260,STELLA_7312638229
MXG_105954262,STELLA_7312638251
MXG_105954289,STELLA_7312638093
MXG_105954347,STELLA_7312635234
MXG_105954350,STELLA_7312635305
MXG_105955262,STELLA_7312641677
MXG_105958409,STELLA_7312647977
MXG_105958411,STELLA_7312650036
MXG_105961162,STELLA_7312641195
MXG_105961163,STELLA_7312641216
MXG_105961320,STELLA_7312653480
MXG_105961321,STELLA_7312653485
MXG_105961322,STELLA_7312653467
MXG_105961323,STELLA_7312653479
MXG_105962228,STELLA_7312650634
MXG_105962249,STELLA_7312650988
MXG_105962373,STELLA_7312635598
MXG_105962524,STELLA_7312647857
MXG_105962527,STELLA_7312647853
MXG_105962565,STELLA_7312647529
MXG_105962567,STELLA_7312647419
MXG_105962799,STELLA_7312638088
MXG_105962910,STELLA_7312648001
MXG_105963488,STELLA_7312647749
MXG_105964176,STELLA_7312635134
MXG_105964180,STELLA_7312641661
MXG_105964812,STELLA_7312653109
MXG_105964814,STELLA_7312653193
MXG_105964815,STELLA_7312653119
MXG_105964816,STELLA_7312653167
MXG_105964870,STELLA_7312650790
MXG_105964875,STELLA_7312650776
MXG_105968852,STELLA_7312650317
MXG_105969214,STELLA_7312653680
MXG_105969219,STELLA_7312653717
MXG_105969259,STELLA_7312653037
MXG_105969260,STELLA_7312653131
MXG_105969261,STELLA_7312653148
MXG_105969262,STELLA_7312653144
MXG_105969377,STELLA_7312635768
MXG_105969399,STELLA_7312638119
MXG_105969732,STELLA_7312650446
MXG_105969733,STELLA_7312650434
MXG_105970584,STELLA_7312647732
MXG_105970670,STELLA_7312653891
MXG_105970672,STELLA_7312653824
MXG_105970673,STELLA_7312653865
MXG_105970674,STELLA_7312653814
MXG_105970675,STELLA_7312653823
MXG_105970676,STELLA_7312653821
MXG_105971219,STELLA_7312635658
MXG_105971225,STELLA_7312635753
MXG_105971233,STELLA_7312638067
MXG_105971239,STELLA_7312638056
MXG_105971258,STELLA_7312635924
MXG_105971268,STELLA_7312638030
MXG_105972231,STELLA_7312641511
MXG_105972233,STELLA_7312641413
MXG_105972235,STELLA_7312641519
MXG_105972237,STELLA_7312641424
MXG_105972534,STELLA_7312635863
MXG_105972535,STELLA_7312635860
MXG_105972771,STELLA_7312647766
MXG_105972772,STELLA_7312647787
MXG_105975721,STELLA_7312641485
MXG_105976446,STELLA_7312650421
MXG_105977098,STELLA_7312641313
MXG_105977099,STELLA_7312641321
MXG_105977413,STELLA_7312635075
MXG_105977426,STELLA_7312635041
MXG_105977432,STELLA_7312623951
MXG_105977439,STELLA_7312623965
MXG_105977451,STELLA_7312635276
MXG_105978852,STELLA_7312641049
MXG_105978853,STELLA_7312641047
MXG_105978861,STELLA_7312638676
MXG_105978863,STELLA_7312638666
MXG_105978864,STELLA_7312638690
MXG_105979090,STELLA_7312653402
MXG_105981881,STELLA_7312638195
MXG_105983865,STELLA_7312650219
MXG_105985436,STELLA_7312635475
MXG_105985444,STELLA_7312635454
MXG_105985575,STELLA_7312575163
MXG_105985576,STELLA_7312575164
MXG_105985577,STELLA_7312575165
MXG_105985589,STELLA_7312638894
MXG_105985591,STELLA_7312641178
MXG_105985630,STELLA_7312647936
MXG_105985633,STELLA_7312647929
MXG_105985634,STELLA_7312647934
MXG_105985635,STELLA_7312650017
MXG_105985940,STELLA_7312641798
MXG_105985941,STELLA_7312641778
MXG_105986820,STELLA_7312641257
MXG_105987423,STELLA_7312647619
MXG_105987424,STELLA_7312647665
MXG_105988211,STELLA_7312638538
MXG_105988326,STELLA_7312647076
MXG_105988327,STELLA_7312647040
MXG_105989821,STELLA_7312635334
MXG_105992584,STELLA_7312638361
MXG_105995026,STELLA_7312647366
MXG_105995080,STELLA_7312647064
MXG_105995123,STELLA_7312650733
MXG_105995124,STELLA_7312650800
MXG_105996680,STELLA_7312641009
MXG_105996841,STELLA_7312653260
MXG_105996842,STELLA_7312653318
MXG_105997479,STELLA_7312635547
MXG_105997520,STELLA_7312641371
MXG_105998145,STELLA_7312647255
MXG_105998148,STELLA_7312647260
MXG_105998183,STELLA_7312653704
MXG_105998206,STELLA_7312650943
MXG_105998291,STELLA_7312650476
MXG_105998493,STELLA_7312638507
MXG_105998497,STELLA_7312638528
MXG_105998547,STELLA_7312647633
MXG_105998548,STELLA_7312647646
MXG_105999287,STELLA_7312641696
MXG_105999296,STELLA_7312641622
MXG_105999297,STELLA_7312641660
MXG_105999300,STELLA_7312641080
MXG_105999301,STELLA_7312641082
MXG_105999618,STELLA_7312635381
MXG_105999780,STELLA_7312641048
MXG_105999781,STELLA_7312641043
MXG_106000546,STELLA_7312647363
MXG_106001125,STELLA_7312653323
MXG_106002194,STELLA_7312638717
MXG_106002823,STELLA_7312653023
MXG_106003126,STELLA_7312641641
MXG_106003128,STELLA_7312641638
MXG_106005469,STELLA_7312650458
MXG_106007559,STELLA_7312647268
MXG_106007790,STELLA_7312635251
MXG_106011074,STELLA_7312638348
MXG_106011075,STELLA_7312638388
MXG_106011404,STELLA_7312635709
MXG_106011410,STELLA_7312635663
MXG_106011417,STELLA_7312635347
MXG_106011607,STELLA_7312647213
MXG_106011608,STELLA_7312647104
MXG_106011860,STELLA_7312635540
MXG_106011861,STELLA_7312635557
MXG_106012743,STELLA_7312635629
MXG_106012745,STELLA_7312635685
MXG_106012747,STELLA_7312635480
MXG_106012749,STELLA_7312635335
MXG_106012777,STELLA_7312635515
MXG_106012862,STELLA_7312641261
MXG_106013309,STELLA_7312641597
MXG_106013316,STELLA_7312641523
MXG_106015491,STELLA_7312638237
MXG_106015492,STELLA_7312638255
MXG_106018121,STELLA_7312638703
MXG_106018836,STELLA_7312653801
MXG_106018838,STELLA_7312653775
MXG_106018955,STELLA_7312638409
MXG_106018957,STELLA_7312638396
MXG_106019146,STELLA_7312647285
MXG_106019162,STELLA_7312647467
MXG_106019484,STELLA_7312641138
MXG_106019850,STELLA_7312638275
MXG_106019852,STELLA_7312638250
MXG_106019862,STELLA_7312638730
MXG_106020772,STELLA_7312635019
MXG_106020791,STELLA_7312635124
MXG_106024391,STELLA_7312638536
MXG_106024857,STELLA_7312638841
MXG_106024858,STELLA_7312638856
MXG_106024859,STELLA_7312638832
MXG_106025957,STELLA_7312650923
MXG_106025969,STELLA_7312650761
MXG_106027794,STELLA_7312653800
MXG_106032295,STELLA_7312653535
MXG_106032899,STELLA_7312638644
MXG_106032904,STELLA_7312641627
MXG_106033335,STELLA_7312638855
MXG_106033336,STELLA_7312638866
MXG_106033337,STELLA_7312638865
MXG_106033338,STELLA_7312641017
MXG_106035206,STELLA_7312647984
MXG_106035217,STELLA_7312647859
MXG_106037529,STELLA_7312653106
MXG_106037531,STELLA_7312653045
MXG_106037574,STELLA_7312653683
MXG_106037576,STELLA_7312653746
MXG_106037919,STELLA_7312650783
MXG_106037925,STELLA_7312650678
MXG_106037926,STELLA_7312650660
MXG_106038283,STELLA_7312647209
MXG_106038284,STELLA_7312647218
MXG_106039318,STELLA_7312653525
MXG_106039730,STELLA_7312653165
MXG_106039731,STELLA_7312653192
MXG_106039781,STELLA_7312653587
MXG_106039783,STELLA_7312653547
MXG_106039785,STELLA_7312653551
MXG_106039787,STELLA_7312653582
MXG_106039852,STELLA_7312635835
MXG_106039853,STELLA_7312635825
MXG_106039919,STELLA_7312641639
MXG_106039920,STELLA_7312641548
MXG_106039977,STELLA_7312641277
MXG_106040052,STELLA_7312641101
MXG_106042116,STELLA_7312635537
MXG_106042117,STELLA_7312635565
MXG_106042460,STELLA_7312650578
MXG_106042462,STELLA_7312650326
MXG_106043696,STELLA_7312647475
MXG_106043697,STELLA_7312647481
MXG_106043744,STELLA_7312650612
MXG_106043745,STELLA_7312650586
MXG_106043815,STELLA_7312653646
MXG_106044070,STELLA_7312641402
MXG_106044071,STELLA_7312641395
MXG_106044234,STELLA_7312650806
MXG_106044235,STELLA_7312650786
MXG_106044755,STELLA_7312623955
MXG_106044757,STELLA_7312623996
MXG_106045645,STELLA_7312635528
MXG_106045646,STELLA_7312635512
MXG_106045660,STELLA_7312635467
MXG_106045665,STELLA_7312635443
MXG_106045748,STELLA_7312641155
MXG_106045813,STELLA_7312647031
MXG_106045899,STELLA_7312647583
MXG_106046202,STELLA_7312641534
MXG_106046588,STELLA_7312638004
MXG_106046742,STELLA_7312647586
MXG_106047408,STELLA_7312638021
MXG_106047409,STELLA_7312638086
MXG_106047462,STELLA_7312635738
MXG_106047987,STELLA_7312638895
MXG_106047988,STELLA_7312638958
MXG_106048877,STELLA_7312641377
MXG_106048878,STELLA_7312641391
MXG_106049023,STELLA_7312650591
MXG_106049024,STELLA_7312650620
MXG_106049027,STELLA_7312650581
MXG_106049028,STELLA_7312650648
MXG_106049059,STELLA_7312650526
MXG_106049060,STELLA_7312650327
MXG_106049061,STELLA_7312650351
MXG_106049064,STELLA_7312650356
MXG_106049065,STELLA_7312650355
MXG_106049066,STELLA_7312650348
MXG_106049067,STELLA_7312650628
MXG_106049068,STELLA_7312650364
MXG_106049069,STELLA_7312650361
MXG_106049072,STELLA_7312650391
MXG_106049075,STELLA_7312650440
MXG_106049080,STELLA_7312650257
MXG_106049417,STELLA_7312647689
MXG_106052126,STELLA_7312641918
MXG_106053153,STELLA_7312650919
MXG_106053282,STELLA_7312635476
MXG_106055859,STELLA_7312635007
MXG_106059080,STELLA_7312638859
MXG_106059422,STELLA_7312635824
MXG_106059449,STELLA_7312635695
MXG_106059476,STELLA_7312638462
MXG_106059494,STELLA_7312638449
MXG_106059495,STELLA_7312638332
MXG_106059637,STELLA_7312647910
MXG_106059663,STELLA_7312647726
MXG_106059723,STELLA_7312650637
MXG_106059782,STELLA_7312653227
MXG_106061094,STELLA_7312641994
MXG_106061095,STELLA_7312647007
MXG_106061128,STELLA_7312650071
MXG_106061140,STELLA_7312650719
MXG_106061280,STELLA_7312635184
MXG_106061322,STELLA_7312638369
MXG_106061326,STELLA_7312638378
MXG_106061331,STELLA_7312638352
MXG_106061332,STELLA_7312638335
MXG_106061333,STELLA_7312638199
MXG_106061334,STELLA_7312638211
MXG_106061454,STELLA_7312641716
MXG_106062938,STELLA_7312653444
MXG_106062958,STELLA_7312653283
MXG_106062966,STELLA_7312653088
MXG_106062978,STELLA_7312653187
MXG_106063798,STELLA_7312650617
MXG_106065366,STELLA_7312641010
MXG_106065367,STELLA_7312641064
MXG_106065432,STELLA_7312647101
MXG_106065433,STELLA_7312647140
MXG_106066199,STELLA_7312635889
MXG_106066207,STELLA_7312641102
MXG_106066462,STELLA_7312650874
MXG_106066464,STELLA_7312650918
MXG_106066517,STELLA_7312635091
MXG_106067282,STELLA_7312647752
MXG_106067316,STELLA_7312650912
MXG_106068136,STELLA_7312647727
MXG_106069652,STELLA_7312635375
MXG_106069937,STELLA_7312653047
MXG_106069941,STELLA_7312650950
MXG_106070109,STELLA_7312653177
MXG_106071987,STELLA_7312635995
MXG_106074780,STELLA_7312641700
MXG_106074785,STELLA_7312641763
MXG_106079104,STELLA_7312641525
MXG_106079109,STELLA_7312641461
MXG_106079110,STELLA_7312641589
MXG_106079113,STELLA_7312641466
MXG_106079116,STELLA_7312641578
MXG_106079127,STELLA_7312641437
MXG_106079128,STELLA_7312641431
MXG_106079416,STELLA_7312635593
MXG_106079418,STELLA_7312635463
MXG_106080149,STELLA_7312641252
MXG_106080710,STELLA_7312650259
MXG_106080770,STELLA_7312650749
MXG_106081983,STELLA_7312647421
MXG_106082377,STELLA_7312641769
MXG_106082378,STELLA_7312641861
MXG_106084057,STELLA_7312638692
MXG_106084643,STELLA_7312650233
MXG_106084652,STELLA_7312650211
MXG_106084653,STELLA_7312650220
MXG_106085092,STELLA_7312647497
MXG_106085093,STELLA_7312647488
MXG_106085094,STELLA_7312647484
MXG_106086780,STELLA_7312641537
MXG_106086781,STELLA_7312641569
MXG_106088118,STELLA_7312647513
MXG_106089006,STELLA_7312647333
MXG_106089007,STELLA_7312647395
MXG_106089232,STELLA_7312635496
MXG_106089233,STELLA_7312635419
MXG_106089667,STELLA_7312635737
MXG_106090984,STELLA_7312650968
MXG_106094001,STELLA_7312647767
MXG_106094133,STELLA_7312653434
MXG_106094158,STELLA_7312653495
MXG_106094256,STELLA_7312638006
MXG_106094291,STELLA_7312638897
MXG_106094760,STELLA_7312641762
MXG_106096224,STELLA_7312647925
MXG_106096858,STELLA_7312638463
MXG_106096877,STELLA_7312635805
MXG_106103027,STELLA_7312653175
MXG_106103309,STELLA_7312641176
MXG_106103310,STELLA_7312641141
MXG_106104087,STELLA_7312638350
MXG_106104145,STELLA_7312641518
MXG_106104152,STELLA_7312641498
MXG_106104156,STELLA_7312641457
MXG_106104157,STELLA_7312641491
MXG_106104365,STELLA_7312653439
MXG_106104975,STELLA_7312635409
MXG_106105495,STELLA_7312641620
MXG_106107106,STELLA_7312638314
MXG_106107145,STELLA_7312638423
MXG_106107146,STELLA_7312638425
MXG_106107577,STELLA_7312638249
MXG_106107654,STELLA_7312641547
MXG_106107656,STELLA_7312641543
MXG_106107658,STELLA_7312641517
MXG_106107659,STELLA_7312641497
MXG_106108189,STELLA_7312638828
MXG_106108196,STELLA_7312638804
MXG_106108322,STELLA_7312653770
MXG_106108369,STELLA_7312650504
MXG_106108381,STELLA_7312650404
MXG_106108398,STELLA_7312650405
MXG_106108410,STELLA_7312638204
MXG_106108746,STELLA_7312653509
MXG_106109639,STELLA_7312653653
MXG_106109640,STELLA_7312653604
MXG_106109954,STELLA_7312647903
MXG_106109955,STELLA_7312647902
MXG_106111849,STELLA_7312650161
MXG_106112617,STELLA_7312638638
MXG_106112618,STELLA_7312638657
MXG_106112980,STELLA_7312635003
MXG_106115219,STELLA_7312641411
MXG_106115802,STELLA_7312641992
MXG_106115804,STELLA_7312641991
MXG_106115850,STELLA_7312647449
MXG_106115857,STELLA_7312647414
MXG_106115870,STELLA_7312647376
MXG_106115879,STELLA_7312647311
MXG_106115995,STELLA_7312650706
MXG_106115996,STELLA_7312650667
MXG_106116064,STELLA_7312638433
MXG_106116065,STELLA_7312638464
MXG_106116066,STELLA_7312638490
MXG_106116067,STELLA_7312638414
MXG_106116068,STELLA_7312638451
MXG_106116069,STELLA_7312638515
MXG_106116070,STELLA_7312638471
MXG_106116071,STELLA_7312638511
MXG_106116294,STELLA_7312650075
MXG_106116295,STELLA_7312650020
MXG_106117063,STELLA_7312641834
MXG_106117067,STELLA_7312641822
MXG_106117068,STELLA_7312641955
MXG_106117333,STELLA_7312635957
MXG_106117367,STELLA_7312638265
MXG_106117395,STELLA_7312638474
MXG_106117536,STELLA_7312647669
MXG_106117596,STELLA_7312650061
MXG_106121195,STELLA_7312638850
MXG_106121227,STELLA_7312647169
MXG_106121228,STELLA_7312641956
MXG_106121229,STELLA_7312641977
MXG_106121230,STELLA_7312641896
MXG_106121277,STELLA_7312647134
MXG_106121323,STELLA_7312653742
MXG_106121651,STELLA_7312650202
MXG_106121800,STELLA_7312638017
MXG_106122132,STELLA_7312647153
MXG_106122988,STELLA_7312650231
MXG_106122989,STELLA_7312650422
MXG_106123461,STELLA_7312647180
MXG_106123827,STELLA_7312650354
MXG_106123830,STELLA_7312650166
MXG_106123835,STELLA_7312650540
MXG_106124186,STELLA_7312641214
MXG_106124187,STELLA_7312641203
MXG_106124189,STELLA_7312641204
MXG_106124446,STELLA_7312650757
MXG_106124447,STELLA_7312650728
MXG_106124514,STELLA_7312623937
MXG_106124517,STELLA_7312635229
MXG_106124519,STELLA_7312635273
MXG_106125175,STELLA_7312647849
MXG_106125176,STELLA_7312647897
MXG_106125320,STELLA_7312650712
MXG_106125322,STELLA_7312650722
MXG_106125386,STELLA_7312635910
MXG_106125388,STELLA_7312635918
MXG_106125393,STELLA_7312635676
MXG_106125424,STELLA_7312635493
MXG_106125467,STELLA_7312635603
MXG_106125468,STELLA_7312635617
MXG_106127993,STELLA_7312650997
MXG_106127994,STELLA_7312650983
MXG_106128095,STELLA_7312635077
MXG_106128105,STELLA_7312641359
MXG_106128106,STELLA_7312641378
MXG_106128612,STELLA_7312641193
MXG_106128658,STELLA_7312647840
MXG_106130269,STELLA_7312653771
MXG_106130362,STELLA_7312638522
MXG_106130390,STELLA_7312638312
MXG_106130405,STELLA_7312641440
MXG_106130409,STELLA_7312641439
MXG_106130411,STELLA_7312641495
MXG_106130413,STELLA_7312641405
MXG_106131223,STELLA_7312638448
MXG_106131365,STELLA_7312641785
MXG_106131411,STELLA_7312650100
MXG_106131524,STELLA_7312653634
MXG_106131580,STELLA_7312653839
MXG_106131630,STELLA_7312635971
MXG_106131632,STELLA_7312638036
MXG_106132050,STELLA_7312650467
MXG_106132058,STELLA_7312650502
MXG_106132577,STELLA_7312638408
MXG_106132720,STELLA_7312647834
MXG_106132722,STELLA_7312647868
MXG_106137146,STELLA_7312647677
MXG_106137344,STELLA_7312650907
MXG_106137345,STELLA_7312650930
MXG_106137901,STELLA_7312641773
MXG_106137903,STELLA_7312641780
MXG_106138071,STELLA_7312647960
MXG_106138072,STELLA_7312650055
MXG_106138078,STELLA_7312647980
MXG_106138079,STELLA_7312680003
MXG_106138186,STELLA_7312683516
MXG_106138389,STELLA_7312671669
MXG_106138428,STELLA_7312671217
MXG_106141716,STELLA_7312677551
MXG_106141740,STELLA_7312683183
MXG_106141741,STELLA_7312683128
MXG_106141743,STELLA_7312683098
MXG_106141772,STELLA_7312683352
MXG_106143196,STELLA_7312680773
MXG_106143197,STELLA_7312680781
MXG_106143248,STELLA_7312665025
MXG_106143249,STELLA_7312653987
MXG_106143251,STELLA_7312653916
MXG_106143252,STELLA_7312653934
MXG_106143267,STELLA_7312653894
MXG_106143268,STELLA_7312653905
MXG_106143440,STELLA_7312680256
MXG_106143441,STELLA_7312680231
MXG_106144289,STELLA_7312671047
MXG_106144397,STELLA_7312677206
MXG_106144817,STELLA_7312683313
MXG_106144818,STELLA_7312683335
MXG_106144819,STELLA_7312683400
MXG_106144820,STELLA_7312683288
MXG_106144864,STELLA_7312683487
MXG_106145074,STELLA_7312665512
MXG_106145075,STELLA_7312665542
MXG_106145280,STELLA_7312677392
MXG_106145281,STELLA_7312677355
MXG_106145282,STELLA_7312677377
MXG_106145283,STELLA_7312677406
MXG_106145436,STELLA_7312653931
MXG_106145449,STELLA_7312653897
MXG_106145490,STELLA_7312665409
MXG_106145492,STELLA_7312665404
MXG_106147936,STELLA_7312683635
MXG_106147967,STELLA_7312680403
MXG_106148701,STELLA_7312677149
MXG_106148702,STELLA_7312677095
MXG_106148842,STELLA_7312680664
MXG_106149055,STELLA_7312671877
MXG_106149079,STELLA_7312671772
MXG_106149083,STELLA_7312671781
MXG_106149084,STELLA_7312671720
MXG_106149105,STELLA_7312677764
MXG_106149317,STELLA_7312680879
MXG_106149556,STELLA_7312671163
MXG_106149558,STELLA_7312671149
MXG_106149567,STELLA_7312671108
MXG_106149569,STELLA_7312671107
MXG_106149571,STELLA_7312677798
MXG_106149572,STELLA_7312677802
MXG_106149726,STELLA_7312680494
MXG_106149727,STELLA_7312680478
MXG_106149732,STELLA_7312680863
MXG_106149739,STELLA_7312680792
MXG_106149768,STELLA_7312680626
MXG_106149776,STELLA_7312680975
MXG_106151519,STELLA_7312677502
MXG_106151540,STELLA_7312683306
MXG_106151542,STELLA_7312683366
MXG_106151544,STELLA_7312683304
MXG_106151631,STELLA_7312680761
MXG_106154318,STELLA_7312668132
MXG_106154621,STELLA_7312683226
MXG_106154628,STELLA_7312683180
MXG_106154641,STELLA_7312683598
MXG_106154645,STELLA_7312683676
MXG_106154960,STELLA_7312677679
MXG_106154961,STELLA_7312677683
MXG_106155534,STELLA_7312683403
MXG_106155594,STELLA_7312680552
MXG_106155596,STELLA_7312680559
MXG_106155772,STELLA_7312671795
MXG_106155773,STELLA_7312671756
MXG_106155973,STELLA_7312683625
MXG_106155975,STELLA_7312683651
MXG_106157987,STELLA_7312671911
MXG_106158939,STELLA_7312680156
MXG_106160399,STELLA_7312677707
MXG_106160400,STELLA_7312677569
MXG_106160403,STELLA_7312677582
MXG_106160588,STELLA_7312680787
MXG_106160687,STELLA_7312665311
MXG_106160688,STELLA_7312665308
MXG_106160716,STELLA_7312668494
MXG_106161004,STELLA_7312665752
MXG_106161007,STELLA_7312665764
MXG_106161008,STELLA_7312665733
MXG_106161009,STELLA_7312665742
MXG_106161025,STELLA_7312665879
MXG_106161028,STELLA_7312665898
MXG_106161038,STELLA_7312665877
MXG_106161202,STELLA_7312677828
MXG_106161206,STELLA_7312677846
MXG_106161263,STELLA_7312677706
MXG_106161265,STELLA_7312677723
MXG_106161745,STELLA_7312677568
MXG_106161746,STELLA_7312677565
MXG_106161802,STELLA_7312680356
MXG_106161803,STELLA_7312680307
MXG_106161815,STELLA_7312680363
MXG_106161947,STELLA_7312665011
MXG_106163913,STELLA_7312677572
MXG_106163919,STELLA_7312677543
MXG_106164757,STELLA_7312677678
MXG_106166212,STELLA_7312683592
MXG_106166213,STELLA_7312683546
MXG_106166234,STELLA_7312680532
MXG_106166257,STELLA_7312680617
MXG_106166263,STELLA_7312680321
MXG_106166570,STELLA_7312680126
MXG_106166572,STELLA_7312680122
MXG_106166708,STELLA_7312665826
MXG_106166709,STELLA_7312665854
MXG_106168097,STELLA_7312668124
MXG_106168290,STELLA_7312668978
MXG_106168291,STELLA_7312668990
MXG_106168517,STELLA_7312665100
MXG_106168648,STELLA_7312668710
MXG_106168649,STELLA_7312668789
MXG_106168650,STELLA_7312668742
MXG_106168651,STELLA_7312668774
MXG_106168762,STELLA_7312677224
MXG_106168763,STELLA_7312677216
MXG_106169069,STELLA_7312671567
MXG_106169401,STELLA_7312665250
MXG_106169410,STELLA_7312653908
MXG_106169474,STELLA_7312665596
MXG_106169475,STELLA_7312665597
MXG_106169484,STELLA_7312665654
MXG_106169485,STELLA_7312665620
MXG_106169486,STELLA_7312665613
MXG_106169487,STELLA_7312665610
MXG_106171196,STELLA_7312683126
MXG_106171197,STELLA_7312683169
MXG_106171207,STELLA_7312680678
MXG_106171208,STELLA_7312680655
MXG_106171209,STELLA_7312680681
MXG_106171212,STELLA_7312680756
MXG_106171236,STELLA_7312680824
MXG_106172428,STELLA_7312677480
MXG_106172528,STELLA_7312683020
MXG_106172540,STELLA_7312680645
MXG_106172691,STELLA_7312665384
MXG_106172751,STELLA_7312671117
MXG_106172780,STELLA_7312668863
MXG_106172781,STELLA_7312668871
MXG_106173106,STELLA_7312671319
MXG_106177655,STELLA_7312680320
MXG_106177657,STELLA_7312680299
MXG_106177668,STELLA_7312680263
MXG_106177683,STELLA_7312680032
MXG_106178113,STELLA_7312677346
MXG_106178114,STELLA_7312677313
MXG_106178291,STELLA_7312680830
MXG_106178292,STELLA_7312680845
MXG_106178293,STELLA_7312680854
MXG_106178294,STELLA_7312680862
MXG_106178298,STELLA_7312680875
MXG_106178300,STELLA_7312668330
MXG_106178363,STELLA_7312653992
MXG_106180089,STELLA_7312683272
MXG_106181037,STELLA_7312680749
MXG_106181492,STELLA_7312680690
MXG_106181499,STELLA_7312680650
MXG_106183283,STELLA_7312665740
MXG_106183319,STELLA_7312665297
MXG_106184550,STELLA_7312680794
MXG_106184552,STELLA_7312680765
MXG_106184559,STELLA_7312668006
MXG_106184560,STELLA_7312668043
MXG_106184611,STELLA_7312665721
MXG_106184612,STELLA_7312665651
MXG_106184613,STELLA_7312665678
MXG_106184614,STELLA_7312665634
MXG_106186703,STELLA_7312680638
MXG_106186852,STELLA_7312665345
MXG_106192118,STELLA_7312683067
MXG_106192284,STELLA_7312665383
MXG_106192363,STELLA_7312671287
MXG_106192364,STELLA_7312671262
MXG_106192380,STELLA_7312668918
MXG_106192476,STELLA_7312677653
MXG_106192477,STELLA_7312677731
MXG_106192480,STELLA_7312677625
MXG_106192481,STELLA_7312677701
MXG_106192535,STELLA_7312680401
MXG_106192635,STELLA_7312665234
MXG_106192636,STELLA_7312665257
MXG_106192649,STELLA_7312665228
